34703,0.056437,0.079716,0.077886,5.9252,6.1728,6.3917,6.9181,7.3092,7.6156,7.9379,8.146,8.263,8.3352,8.409,8.4335,8.3891,8.3179,8.1902
34710,0.056175,0.079276,0.076204,5.8968,6.1421,6.3588,6.8785,7.2629,7.5627,7.8693,8.0646,8.1723,8.2379,8.3039,8.3241,8.2799,8.2112,8.0881
34717,0.056274,0.077293,0.076001,5.8843,6.1105,6.311,6.7948,7.1566,7.4418,7.7435,7.946,8.0632,8.1377,8.2176,8.2513,8.2191,8.1565,8.0392
34724,0.057742,0.076568,0.077247,6.0081,6.215,6.3992,6.8479,7.1887,7.4618,7.7533,7.9632,8.0895,8.172,8.2634,8.3061,8.2789,8.217,8.0984
34731,0.058258,0.073412,0.076801,6.0202,6.1935,6.3491,6.7342,7.0345,7.2814,7.5572,7.7754,7.915,8.0102,8.1223,8.1855,8.1768,8.1244,8.0151
34738,0.058789,0.070736,0.075447,6.0387,6.1824,6.3124,6.6399,6.9019,7.1225,7.3719,7.5869,7.7302,7.8308,7.9535,8.0295,8.0349,7.9914,7.892
34745,0.059176,0.070052,0.074084,6.0659,6.1994,6.3205,6.6265,6.8727,7.0812,7.3075,7.5103,7.6461,7.742,7.8599,7.934,7.9414,7.9008,7.8061
34752,0.05992,0.066821,0.073037,6.0975,6.1945,6.2843,6.5202,6.7209,6.8991,7.0985,7.3027,7.4472,7.5526,7.6874,7.7797,7.8051,7.775,7.6912
34759,0.060515,0.063952,0.072909,6.1199,6.1853,6.2482,6.4249,6.5884,6.743,6.929,7.1428,7.3012,7.4197,7.5751,7.6874,7.7302,7.7088,7.6329
34766,0.060852,0.065988,0.074062,6.1722,6.2536,6.3302,6.538,6.7222,6.8911,7.0865,7.2996,7.4538,7.5676,7.7142,7.8161,7.8472,7.8183,7.734
34773,0.060927,0.063101,0.071543,6.1475,6.201,6.2534,6.4054,6.5512,6.6925,6.8547,7.0569,7.2087,7.3234,7.4753,7.5871,7.6331,7.6153,7.5448
34780,0.060908,0.063131,0.073268,6.1463,6.2008,6.2545,6.4112,6.5627,6.7101,6.8932,7.1124,7.277,7.4011,7.5648,7.6843,7.7324,7.7129,7.6383
34787,0.061282,0.062809,0.072355,6.1762,6.2242,6.272,6.4146,6.5557,6.695,6.8607,7.0703,7.2289,7.3489,7.5081,7.6253,7.6738,7.656,7.5842
34794,0.061117,0.062718,0.071855,6.1604,6.2088,6.257,6.3999,6.5404,6.6788,6.8412,7.0473,7.2032,7.3212,7.478,7.5938,7.6424,7.6254,7.5552
34801,0.061319,0.061999,0.071103,6.1706,6.2104,6.2511,6.3766,6.5051,6.6347,6.7843,6.9854,7.1392,7.2564,7.4133,7.5308,7.5827,7.5686,7.502
34808,0.061728,0.060031,0.071676,6.1861,6.2045,6.227,6.3134,6.4184,6.5343,6.6823,6.8966,7.0649,7.1948,7.3706,7.5049,7.5696,7.5608,7.4981
34815,0.061117,0.059661,0.071461,6.1274,6.1477,6.172,6.2624,6.3701,6.4878,6.6431,6.8607,7.0313,7.163,7.3415,7.4785,7.546,7.5389,7.478
34822,0.061195,0.059541,0.069939,6.1329,6.1509,6.1729,6.2565,6.3575,6.4687,6.6045,6.8072,6.9669,7.0906,7.2593,7.3902,7.4565,7.4512,7.3945
34829,0.061408,0.054637,0.066935,6.0987,6.0691,6.05,6.0404,6.0794,6.148,6.2402,6.4366,6.6017,6.734,6.9208,7.0749,7.1689,7.182,7.1469
34836,0.061849,0.054828,0.065239,6.1401,6.1077,6.0858,6.0678,6.0987,6.1591,6.2239,6.3999,6.5499,6.671,6.8436,6.988,7.0783,7.0925,7.0613
34843,0.062263,0.053697,0.06341,6.1647,6.1177,6.083,6.0346,6.0435,6.0874,6.1225,6.2835,6.4251,6.5413,6.7095,6.8535,6.9487,6.9685,6.9456
34850,0.062038,0.052187,0.062585,6.1282,6.0692,6.0241,5.9524,5.946,5.9796,6.0071,6.1689,6.3138,6.4337,6.6088,6.761,6.8653,6.8911,6.8751
34857,0.061414,0.049586,0.062548,6.0442,5.967,5.9066,5.8021,5.7764,5.7989,5.8335,6.0119,6.1736,6.3081,6.5052,6.6781,6.8001,6.8345,6.8264
34864,0.062399,0.0489,0.062303,6.125,6.0327,5.9592,5.8253,5.7802,5.7897,5.8044,5.978,6.139,6.274,6.4731,6.6487,6.7738,6.8103,6.8044
34871,0.062537,0.048612,0.062203,6.1342,6.0379,5.9611,5.8197,5.7698,5.7761,5.787,5.9603,6.1218,6.2575,6.458,6.6352,6.7619,6.7993,6.7946
34878,0.06286,0.048499,0.061645,6.1619,6.0615,5.9811,5.8308,5.7742,5.7754,5.7741,5.9406,6.0976,6.2302,6.4271,6.6022,6.7287,6.7671,6.7642
34885,0.062263,0.049814,0.062296,6.1227,6.0399,5.9745,5.8583,5.8242,5.8404,5.8582,6.0279,6.1838,6.3142,6.5061,6.6749,6.7942,6.8278,6.8194
34892,0.060784,0.048463,0.061294,5.9755,5.8932,5.8284,5.7134,5.6799,5.6965,5.7253,5.9006,6.0613,6.1958,6.3946,6.5714,6.7002,6.7402,6.7394
34899,0.060052,0.051296,0.065959,5.9411,5.8928,5.8578,5.8137,5.8316,5.8871,5.9867,6.1983,6.3796,6.5265,6.7362,6.9133,7.0292,7.0547,7.0323
34906,0.05982,0.05216,0.066842,5.9297,5.8916,5.8656,5.8421,5.8742,5.9399,6.0548,6.2721,6.4557,6.6033,6.8126,6.9874,7.0989,7.1208,7.0936
34913,0.060002,0.051199,0.066075,5.9356,5.8869,5.8516,5.807,5.8249,5.8806,5.9823,6.1959,6.3788,6.5268,6.7382,6.9166,7.0334,7.059,7.0367
34920,0.059878,0.051538,0.067121,5.9282,5.8841,5.8529,5.8186,5.8444,5.9068,6.0234,6.2463,6.4355,6.5877,6.8039,6.9846,7.1004,7.1238,7.0976
34927,0.060183,0.053796,0.067259,5.9799,5.9537,5.9377,5.9363,5.9821,6.0564,6.1719,6.3829,6.559,6.6997,6.898,7.0617,7.1627,7.1788,7.1457
34934,0.059995,0.054108,0.067588,5.9664,5.9449,5.9329,5.9407,5.9929,6.0719,6.1946,6.4085,6.5858,6.727,6.9254,7.0885,7.1881,7.2029,7.1682
34941,0.059799,0.052208,0.064235,5.928,5.8898,5.863,5.8348,5.8598,5.9173,6.0014,6.1927,6.3565,6.4894,6.6803,6.8431,6.9515,6.9763,6.9564
34948,0.060012,0.051332,0.061514,5.9373,5.8883,5.8517,5.7989,5.8045,5.8456,5.8929,6.0603,6.2081,6.3301,6.5086,6.6655,6.7765,6.8074,6.7981
34955,0.059862,0.051853,0.061435,5.9295,5.8865,5.8551,5.8135,5.8259,5.8712,5.9206,6.0854,6.23,6.3491,6.5232,6.676,6.7836,6.813,6.8025
34962,0.059312,0.051122,0.060339,5.8722,5.8272,5.7938,5.7472,5.7553,5.7969,5.8415,6.0024,6.1446,6.2624,6.4358,6.5901,6.702,6.7355,6.7307
34969,0.059576,0.053136,0.061884,5.9178,5.8892,5.8702,5.8562,5.8864,5.9435,6.0042,6.1687,6.31,6.4254,6.5927,6.7381,6.8382,6.863,6.8476
34976,0.06006,0.05239,0.0595,5.9528,5.9123,5.8826,5.8422,5.8519,5.8925,5.916,6.0577,6.184,6.2891,6.4448,6.5844,6.6862,6.7164,6.7101
34983,0.060049,0.052113,0.059471,5.9488,5.9059,5.8741,5.8292,5.8362,5.875,5.8981,6.0409,6.1686,6.2751,6.4328,6.5744,6.6781,6.7091,6.7038
34990,0.060141,0.051667,0.057637,5.952,5.9036,5.8667,5.8086,5.8045,5.8337,5.8329,5.9592,6.0754,6.1738,6.322,6.4586,6.5631,6.5981,6.5999
34997,0.060215,0.051551,0.05737,5.9574,5.9072,5.8687,5.8067,5.7997,5.8267,5.8214,5.9451,6.0598,6.1572,6.3044,6.4405,6.5454,6.5811,6.5841
35004,0.060498,0.050527,0.057034,5.9717,5.9094,5.8607,5.7757,5.754,5.7713,5.7562,5.8801,5.9974,6.0978,6.2504,6.3925,6.5036,6.5429,6.5499
35011,0.060319,0.049057,0.057134,5.9397,5.8657,5.8071,5.7008,5.6665,5.6766,5.664,5.7975,5.9247,6.0337,6.1994,6.3536,6.4748,6.5188,6.5299
35018,0.060355,0.04897,0.057873,5.9422,5.8673,5.808,5.7013,5.668,5.6796,5.6752,5.8163,5.9495,6.063,6.2345,6.3927,6.5151,6.5584,6.5673
35025,0.060253,0.048377,0.057878,5.9266,5.8472,5.7842,5.6694,5.6311,5.6401,5.6367,5.7815,5.9185,6.0354,6.212,6.3749,6.5014,6.5466,6.5573
35032,0.061209,0.047291,0.056813,6.0004,5.9022,5.8228,5.6705,5.6069,5.5978,5.5647,5.6988,5.8313,5.9463,6.1224,6.2875,6.4191,6.4689,6.4858
35039,0.060983,0.046252,0.05444,5.9687,5.8622,5.7754,5.6043,5.5257,5.5043,5.4453,5.5623,5.6837,5.7913,5.9597,6.1224,6.259,6.3158,6.344
35046,0.060814,0.047107,0.054805,5.9628,5.8658,5.787,5.6341,5.5673,5.5536,5.5028,5.62,5.7396,5.8451,6.0093,6.1674,6.2987,6.3522,6.3768
35053,0.058996,0.046657,0.055469,5.7952,5.7106,5.6428,5.516,5.468,5.4686,5.4551,5.592,5.7247,5.8394,6.0157,6.1829,6.3199,6.3748,6.3992
35060,0.059084,0.046248,0.054187,5.7984,5.7089,5.6367,5.4986,5.4416,5.4347,5.404,5.5296,5.6547,5.7643,5.9347,6.0992,6.2376,6.2958,6.3258
35067,0.058282,0.045816,0.052892,5.7219,5.6352,5.5652,5.4311,5.3754,5.3681,5.3345,5.4541,5.5743,5.6803,5.8467,6.0099,6.1509,6.2129,6.2492
35074,0.058019,0.045621,0.056103,5.6965,5.6115,5.5436,5.4181,5.373,5.3774,5.3864,5.5406,5.6871,5.8125,6.0037,6.1833,6.3288,6.3867,6.4125
35081,0.058218,0.043495,0.053691,5.6912,5.5842,5.4971,5.3271,5.2511,5.233,5.2071,5.347,5.4871,5.61,5.8013,5.9863,6.1437,6.2121,6.2525
35088,0.057729,0.043433,0.054049,5.6467,5.5437,5.4601,5.2986,5.2287,5.2154,5.2018,5.3485,5.4931,5.6192,5.8145,6.0023,6.161,6.2293,6.2688
35095,0.056555,0.042125,0.054335,5.5275,5.4232,5.3388,5.1768,5.1085,5.0978,5.1052,5.2683,5.4264,5.5631,5.7735,5.9745,6.1434,6.2162,6.2591
35102,0.055889,0.041182,0.056513,5.4579,5.3517,5.2664,5.1053,5.0418,5.0381,5.0814,5.275,5.457,5.612,5.8467,6.0657,6.2435,6.3163,6.3547
35109,0.055646,0.039894,0.056329,5.4223,5.3064,5.2129,5.0343,4.9602,4.9501,4.9935,5.1933,5.3822,5.5435,5.788,6.0166,6.203,6.2804,6.3234
35116,0.055055,0.043486,0.060546,5.4086,5.3322,5.2731,5.1743,5.1557,5.186,5.2943,5.5212,5.7224,5.8891,6.1347,6.3548,6.5218,6.5817,6.6003
35123,0.054178,0.045484,0.062956,5.3519,5.3024,5.2666,5.2221,5.2412,5.2987,5.4527,5.6985,5.9086,6.0797,6.3274,6.5441,6.7011,6.7518,6.7575
35130,0.054184,0.045441,0.062422,5.3519,5.3018,5.2655,5.2189,5.2359,5.2913,5.4387,5.6794,5.8858,6.0541,6.2985,6.5131,6.6699,6.7214,6.7289
35137,0.054104,0.050518,0.065302,5.3998,5.3977,5.4025,5.4487,5.5267,5.6234,5.8124,6.0564,6.2548,6.4125,6.6357,6.8244,6.9511,6.9829,6.9674
35144,0.054195,0.051676,0.06468,5.4204,5.4278,5.4405,5.5032,5.5901,5.691,5.8724,6.1037,6.2904,6.4384,6.6478,6.8248,6.9432,6.9721,6.955
35151,0.054008,0.051498,0.065163,5.4018,5.4094,5.4225,5.4865,5.5752,5.6782,5.8682,6.1063,6.2982,6.4502,6.6647,6.8455,6.9658,6.9947,6.9768
35158,0.054259,0.051935,0.064098,5.4288,5.4378,5.4518,5.5163,5.6033,5.7034,5.8771,6.1009,6.2816,6.4249,6.628,6.8003,6.9164,6.9451,6.9289
35165,0.054284,0.054843,0.068431,5.4629,5.4996,5.538,5.6606,5.7899,5.9223,6.1503,6.4022,6.5983,6.7503,6.96,7.1296,7.2316,7.2461,7.2096
35172,0.054216,0.053789,0.067742,5.4454,5.4728,5.5033,5.6078,5.7251,5.8492,6.069,6.3199,6.5172,6.671,6.8845,7.0591,7.1672,7.1858,7.1541
35179,0.054037,0.053465,0.068045,5.4259,5.4521,5.4816,5.5846,5.7015,5.8261,6.0521,6.3087,6.5106,6.6681,6.8867,7.0653,7.1761,7.1954,7.1639
35186,0.053943,0.05448,0.069103,5.4286,5.4652,5.5038,5.6278,5.7594,5.8946,6.1358,6.3982,6.6024,6.7606,6.9785,7.1544,7.2599,7.2749,7.2378
35193,0.053477,0.056364,0.070576,5.4073,5.4658,5.5233,5.6904,5.8512,6.0068,6.2751,6.5453,6.7509,6.9083,7.1221,7.291,7.3867,7.3946,7.3486
35200,0.053569,0.054497,0.068533,5.3952,5.4352,5.4765,5.6061,5.7406,5.8769,6.1175,6.3765,6.5774,6.733,6.9476,7.1213,7.2265,7.2423,7.2068
35207,0.053706,0.054832,0.06789,5.411,5.4526,5.4951,5.6265,5.7609,5.8961,6.1271,6.3772,6.5709,6.721,6.9281,7.0962,7.1984,7.2138,7.179
35214,0.053691,0.05458,0.069213,5.4071,5.4469,5.4883,5.6187,5.7546,5.8928,6.1396,6.4041,6.6093,6.768,6.9864,7.1623,7.2676,7.2823,7.2447
35221,0.053595,0.057351,0.069895,5.4285,5.4947,5.5585,5.7386,5.9061,6.0646,6.3238,6.5817,6.7761,6.9243,7.1253,7.2835,7.372,7.3774,7.3304
35228,0.053796,0.059007,0.07228,5.4646,5.5449,5.6211,5.8309,6.0201,6.1954,6.4812,6.7531,6.9552,7.1076,7.3114,7.4676,7.5482,7.546,7.4883
35235,0.053444,0.058455,0.071222,5.427,5.5051,5.5793,5.7836,5.9681,6.1392,6.4178,6.684,6.8824,7.0325,7.2341,7.3902,7.4734,7.4741,7.4207
35242,0.053623,0.058758,0.070118,5.4461,5.525,5.5996,5.8034,5.9856,6.1534,6.4162,6.6689,6.8568,6.9989,7.1901,7.3387,7.4184,7.4192,7.3677
35249,0.054028,0.058215,0.068203,5.4764,5.546,5.6123,5.7956,5.9618,6.1165,6.3492,6.5833,6.7588,6.8924,7.0739,7.2174,7.2978,7.3021,7.2569
35256,0.054446,0.059799,0.069956,5.531,5.612,5.6881,5.8946,6.0774,6.2446,6.4928,6.7338,6.912,7.0463,7.2265,7.3653,7.4373,7.4346,7.3802
35263,0.054232,0.058716,0.068711,5.5001,5.5726,5.6415,5.8307,6.0012,6.1591,6.395,6.6304,6.8062,6.9397,7.1203,7.2619,7.3395,7.3416,7.2935
35270,0.053904,0.058568,0.068978,5.4692,5.5434,5.6138,5.8069,5.9805,6.141,6.3854,6.6261,6.8057,6.942,7.1263,7.2707,7.35,7.3524,7.3042
35277,0.054432,0.05883,0.067542,5.5191,5.5905,5.6581,5.8431,6.0089,6.162,6.3808,6.6029,6.7686,6.8947,7.0658,7.2011,7.2763,7.2792,7.2338
35284,0.054058,0.055369,0.06502,5.448,5.4903,5.5329,5.6606,5.7878,5.9138,6.1055,6.3222,6.4903,6.621,6.8032,6.9538,7.0488,7.0656,7.0371
35291,0.053919,0.055167,0.065191,5.4334,5.4753,5.5174,5.6446,5.7719,5.8983,6.094,6.3143,6.4852,6.6183,6.8035,6.9566,7.0533,7.0706,7.0423
35298,0.053873,0.055144,0.066271,5.4291,5.4716,5.5144,5.6444,5.7752,5.9056,6.1149,6.3463,6.5256,6.6648,6.8579,7.0161,7.1142,7.1303,7.0991
35305,0.053523,0.056991,0.06862,5.418,5.4812,5.5421,5.7146,5.8754,6.028,6.2729,6.5203,6.7075,6.8507,7.0459,7.2012,7.2905,7.2984,7.2557
35312,0.053922,0.059771,0.070072,5.4839,5.5693,5.6494,5.8648,6.0539,6.2255,6.4836,6.7291,6.9098,7.0458,7.228,7.3684,7.4412,7.4388,7.3844
35319,0.054163,0.059279,0.069772,5.5001,5.5788,5.653,5.8553,6.0356,6.2011,6.4513,6.6948,6.8755,7.012,7.1956,7.3379,7.4133,7.4125,7.3602
35326,0.054262,0.05808,0.068649,5.4959,5.5624,5.6261,5.8039,5.9673,6.1208,6.3549,6.5927,6.7716,6.908,7.0932,7.2393,7.3209,7.3251,7.2789
35333,0.053995,0.056801,0.066837,5.458,5.5146,5.5696,5.7265,5.8746,6.0161,6.2318,6.4597,6.6332,6.7668,6.9502,7.0982,7.1861,7.1964,7.1588
35340,0.0543,0.055746,0.065582,5.4737,5.5176,5.5614,5.6925,5.8224,5.9507,6.1454,6.3644,6.5338,6.6653,6.8479,6.9978,7.0907,7.1056,7.0743
35347,0.053758,0.054559,0.065517,5.4125,5.4503,5.4892,5.6097,5.7336,5.8587,6.0603,6.2879,6.4653,6.6036,6.7963,6.9558,7.0569,7.0759,7.0484
35354,0.053902,0.054221,0.065502,5.4217,5.4552,5.4903,5.6026,5.7213,5.8431,6.0419,6.2701,6.449,6.5887,6.7838,6.9455,7.0487,7.0686,7.0421
35361,0.053892,0.054234,0.065058,5.4209,5.4545,5.4895,5.6012,5.7189,5.8394,6.033,6.2568,6.4323,6.5695,6.7614,6.9211,7.0237,7.0441,7.0188
35368,0.054261,0.052573,0.063174,5.4358,5.4503,5.4687,5.5418,5.6326,5.7335,5.8968,6.1082,6.2781,6.413,6.6044,6.7677,6.8786,6.9065,6.8912
35375,0.054383,0.052249,0.061611,5.443,5.4529,5.4671,5.5292,5.6106,5.7033,5.8456,6.0423,6.202,6.3297,6.5126,6.6711,6.7824,6.8131,6.8035
35382,0.054368,0.052473,0.0603,5.444,5.4556,5.471,5.5341,5.6141,5.7039,5.831,6.0137,6.1623,6.2814,6.4534,6.6043,6.7127,6.7445,6.7382
35389,0.054411,0.05227,0.059273,5.4455,5.4546,5.4676,5.5243,5.5986,5.6833,5.7973,5.9705,6.1124,6.2268,6.3932,6.5409,6.6495,6.6832,6.6807
35396,0.054514,0.05212,0.058658,5.453,5.4596,5.4703,5.5213,5.5911,5.672,5.7768,5.944,6.0818,6.1934,6.3565,6.5024,6.6112,6.6462,6.6461
35403,0.05533,0.051594,0.058501,5.5204,5.5148,5.5151,5.5425,5.5968,5.6674,5.7563,5.9198,6.0571,6.1692,6.3338,6.4818,6.5931,6.6296,6.6311
35410,0.055468,0.052625,0.062356,5.5443,5.5481,5.5572,5.6081,5.6828,5.7715,5.9052,6.1011,6.2611,6.389,6.5719,6.7293,6.8377,6.8658,6.8523
35417,0.055715,0.053548,0.064201,5.5767,5.5873,5.6025,5.6686,5.7553,5.8539,6.0066,6.2147,6.3824,6.5152,6.7031,6.8614,6.9656,6.9883,6.9666
35424,0.056188,0.052807,0.06247,5.6108,5.6098,5.6148,5.6563,5.7247,5.8091,5.9325,6.1244,6.282,6.4083,6.5892,6.7447,6.8512,6.8782,6.8635
35431,0.055032,0.053422,0.063355,5.514,5.5294,5.5485,5.6226,5.7136,5.8141,5.9677,6.1721,6.3361,6.4662,6.6505,6.807,6.9118,6.9363,6.9177
35438,0.054559,0.055016,0.06488,5.4891,5.5237,5.5595,5.6722,5.7895,5.9088,6.0901,6.3043,6.4719,6.6029,6.7859,6.9378,7.0344,7.0523,7.0249
35445,0.054338,0.055377,0.064526,5.4731,5.5129,5.5531,5.6749,5.7974,5.9196,6.1007,6.3108,6.4743,6.6018,6.7799,6.9278,7.0219,7.0391,7.0119
35452,0.054202,0.055401,0.064804,5.4612,5.5025,5.5441,5.6693,5.7945,5.9189,6.1055,6.3191,6.4849,6.6141,6.7942,6.9434,7.0378,7.0547,7.0267
35459,0.054203,0.0556,0.065153,5.4635,5.5067,5.55,5.6793,5.8076,5.9343,6.1254,6.3414,6.5087,6.6387,6.8197,6.9689,7.0624,7.0783,7.0487
35466,0.054381,0.054327,0.063587,5.4655,5.495,5.5262,5.6276,5.7361,5.8482,6.0163,6.2222,6.3847,6.5124,6.6923,6.8439,6.9437,6.9654,6.9438
35473,0.054103,0.054076,0.062953,5.4378,5.4673,5.4985,5.5991,5.7065,5.8172,5.9821,6.1845,6.3445,6.4705,6.6485,6.7996,6.9006,6.924,6.9052
35480,0.053677,0.053701,0.061134,5.3954,5.4248,5.4554,5.5532,5.6563,5.762,5.9118,6.1006,6.2503,6.3689,6.5381,6.6844,6.7864,6.8134,6.8013
35487,0.053208,0.055586,0.06449,5.3742,5.426,5.4765,5.6217,5.7595,5.8919,6.0915,6.3068,6.4721,6.6003,6.7787,6.9265,7.0204,7.0376,7.0104
35494,0.053832,0.056984,0.064785,5.4451,5.5042,5.5608,5.7192,5.8649,6.0019,6.1961,6.4036,6.5612,6.6826,6.8505,6.9881,7.0726,7.0847,7.0524
35501,0.053739,0.057372,0.065484,5.441,5.5047,5.5654,5.7334,5.8863,6.0289,6.2333,6.4464,6.6072,6.7307,6.9006,7.0385,7.1214,7.1315,7.0962
35508,0.054178,0.058444,0.06707,5.4922,5.5622,5.6285,5.8104,5.9738,6.1249,6.342,6.5628,6.728,6.8539,7.0254,7.1617,7.2392,7.2439,7.2009
35515,0.055705,0.059795,0.067258,5.6435,5.7122,5.7772,5.9555,6.1155,6.2634,6.4586,6.6655,6.8198,6.937,7.0959,7.2207,7.2879,7.2874,7.2395
35522,0.055906,0.060708,0.068107,5.6714,5.7469,5.8179,6.0099,6.1795,6.3343,6.5372,6.7467,6.9015,7.0183,7.1754,7.2969,7.3591,7.3548,7.3019
35529,0.055808,0.061315,0.068505,5.6692,5.7513,5.8279,6.0327,6.2109,6.3718,6.5815,6.7925,6.947,7.063,7.2182,7.3371,7.3961,7.3894,7.3338
35536,0.055755,0.062017,0.068234,5.6721,5.7609,5.8433,6.0602,6.2454,6.4102,6.6182,6.8233,6.9718,7.0828,7.2306,7.343,7.3972,7.3886,7.3318
35543,0.05571,0.061668,0.0681,5.6642,5.7503,5.8302,6.0418,6.2235,6.386,6.5928,6.7986,6.9483,7.0604,7.2102,7.3246,7.3809,7.3737,7.3182
35550,0.056119,0.060286,0.065951,5.6857,5.7548,5.8198,5.9961,6.1524,6.2956,6.4689,6.6579,6.7983,6.905,7.0499,7.1644,7.2265,7.2256,7.1796
35557,0.055999,0.060704,0.066217,5.6795,5.7535,5.8228,6.0089,6.1717,6.3194,6.4982,6.6884,6.8288,6.935,7.0787,7.1914,7.2512,7.2488,7.2009
35564,0.056278,0.059714,0.065002,5.6936,5.7557,5.8146,5.9763,6.1221,6.2572,6.4161,6.5976,6.7337,6.8378,6.9805,7.0947,7.1591,7.161,7.1191
35571,0.056313,0.059287,0.066134,5.6923,5.7506,5.8064,5.9629,6.1072,6.2432,6.4145,6.6093,6.7563,6.8688,7.0227,7.1453,7.2139,7.2159,7.1721
35578,0.05622,0.059844,0.067211,5.6901,5.7546,5.8161,5.9859,6.1403,6.2842,6.4704,6.6735,6.8257,6.9415,7.0986,7.2221,7.2884,7.2876,7.2393
35585,0.056416,0.059017,0.064862,5.6985,5.7529,5.8053,5.9525,6.089,6.2182,6.3725,6.5553,6.694,6.8008,6.9478,7.0664,7.1351,7.1393,7.0997
35592,0.056347,0.059046,0.064161,5.6925,5.7476,5.8004,5.9478,6.0833,6.2109,6.358,6.5341,6.6676,6.7704,6.9123,7.0277,7.0953,7.1003,7.0626
35599,0.056489,0.057427,0.061862,5.6875,5.7258,5.7638,5.8763,5.9867,6.0952,6.2111,6.3717,6.4969,6.5951,6.7336,6.8505,6.9259,6.9386,6.9122
35606,0.056456,0.057643,0.062543,5.687,5.7278,5.768,5.8862,6.0013,6.1137,6.2384,6.4049,6.5341,6.635,6.7767,6.8951,6.9699,6.9811,6.9521
35613,0.056463,0.057877,0.06205,5.69,5.7328,5.7745,5.8955,6.0113,6.1235,6.2425,6.4028,6.5269,6.6238,6.7601,6.8745,6.9471,6.9582,6.93
35620,0.056604,0.056611,0.059972,5.6888,5.718,5.7479,5.8403,5.9354,6.0315,6.1222,6.2674,6.3828,6.4745,6.6061,6.7204,6.7988,6.8165,6.7981
35627,0.056541,0.056867,0.058505,5.6858,5.7174,5.749,5.8436,5.9376,6.031,6.1054,6.2351,6.3381,6.4203,6.5396,6.6453,6.7204,6.7391,6.7245
35634,0.056214,0.056402,0.058185,5.6514,5.6817,5.7121,5.8039,5.896,5.988,6.0636,6.1943,6.2985,6.382,6.5035,6.6118,6.6899,6.7107,6.6987
35641,0.056173,0.056215,0.056429,5.6455,5.6738,5.7022,5.7877,5.8732,5.9584,6.0136,6.128,6.2201,6.2948,6.4054,6.5071,6.5845,6.6083,6.6025
